# 花语花园种子清单
# 列：中文名 | 英文名 | 学名 | 科 | 颜色（、分隔） | 别名（、分隔） | 花语 | 花期 | 简介 | 形态特征 | 花语与文化 | 分布与养护
# 以 # 开头的行会被忽略
name	en	latin	family	colors	aliases	meaning	season	blurb	morph	culture	care
火棘花	Firethorn flower	Pyracantha fortuneana	蔷薇科	白	救军粮	吉祥	春	白色小花，秋果红艳。	常绿灌木，花白色，簇生，秋果红艳。	象征吉祥，救军粮。	原产中国，喜光耐旱，果可食。
郁李花	Japanese bush cherry	Prunus japonica	蔷薇科	粉、白	爵梅	温柔	春	粉白小花，娇小玲珑。	落叶灌木，花白粉，先叶开放，娇小玲珑。	象征温柔，爵梅。	原产东亚，喜光耐寒。
紫叶李花	Purple leaf plum	Prunus cerasifera f. atropurpurea	蔷薇科	粉、白	红叶李	幸福	春	花叶同放，粉白满枝。	落叶小乔木，叶紫红，花白粉，与叶同放。	象征幸福，红叶李。	原产亚洲，喜光。
草莓花	Strawberry flower	Fragaria ananassa	蔷薇科	白	地莓花	甜蜜	春	白花素雅，果香在前。	多年生草本，花白色，五瓣，果香甜。	象征甜蜜，地莓花。	原产全球温带，喜光湿润。
蛇莓花	Indian strawberry	Duchesnea indica	蔷薇科	黄	三匹风	童年	春夏	金黄色小花，田埂记忆。	多年生匍匐草本，花黄色，果红，田埂记忆。	象征童年，三匹风。	原产东亚，喜光湿润。
枇杷花	Loquat flower	Eriobotrya japonica	蔷薇科	白	卢橘花	温暖	冬	冬日开放，来年果甜。	常绿乔木，花白色，圆锥花序，冬日开放。	象征温暖，来年果甜。	原产中国，喜光温暖。
米兰花	Aglaia flower	Aglaia odorata	楝科	黄	米仔兰	有爱	夏秋	小米粒般的金黄小花，香远益清。	常绿灌木或小乔木，花黄色如小米，极香。	象征有爱，米仔兰。	原产中国南方，喜暖光湿润。
九里香	Orange jessamine	Murraya exotica	芸香科	白	七里香	勇敢	春夏	花香浓郁，可绕九里。	常绿灌木或小乔木，花白色，芳香，可绕九里。	象征勇敢，七里香。	原产亚洲热带，喜暖光。
柚花	Pomelo flower	Citrus maxima	芸香科	白	文旦花	清新	春	洁白花瓣，馥郁甜香。	常绿乔木，花白色，大而芳香，春开。	象征清新，文旦花。	原产东南亚，喜暖光湿润。
橙花	Orange blossom	Citrus sinensis	芸香科	白	甜橙花	新娘的喜悦	春	洁白小花，婚礼经典香氛。	常绿小乔木，花白色，芳香，春开，可提香精。	象征新娘的喜悦，婚礼香调。	原产亚洲，喜暖光。
柠檬花	Lemon blossom	Citrus limon	芸香科	白、粉	柠檬树花	忠诚	春	紫红花苞，洁白花瓣。	常绿小乔木，花白带紫晕，芳香，果酸。	象征忠诚，柠檬树花。	原产南亚，喜暖光。
络石花	Star jasmine	Trachelospermum jasminoides	夹竹桃科	白	风车茉莉	宁静	春夏	白色风车状小花，香如茉莉。	常绿藤本，花白色，风车状，香如茉莉。	象征宁静，风车茉莉。	原产东亚，喜光耐半阴。
龙吐珠	Bleeding glory bower	Clerodendrum thomsoniae	唇形科	白、红	珍珠宝莲	珍贵	夏	白色萼片托起红色花心。	常绿灌木，花白色萼片托红心，如珠吐露。	象征珍贵，珍珠宝莲。	原产西非，喜暖光湿润。
嘉兰	Glory lily	Gloriosa superba	秋水仙科	橙、红、黄	火焰百合	荣光	夏秋	花瓣反卷如火焰。	多年生攀援草本，花橙红黄，瓣反卷如火焰。	象征荣光，火焰百合。	原产非洲与亚洲热带，喜暖光。
朱顶红	Barbados lily	Hippeastrum vittatum	石蒜科	红、粉、白	孤挺花、百枝莲	渴望被爱	春夏	硕大喇叭花，喜庆夺目。	多年生草本，鳞茎，花大喇叭形，红粉白。	象征渴望被爱，孤挺花。	原产南美，喜暖光，忌涝。
蓝星花	Blue star	Isotoma axillaris	桔梗科	蓝	星辰花	幸福	春夏	蓝色星花，清澈明亮。	多年生草本，花蓝色，星形，簇生，日开。	象征幸福，星辰花。	原产澳洲，喜暖光，忌涝。
松红梅	Manuka	Leptospermum scoparium	桃金娘科	红、粉、白	新西兰茶花	坚定	冬春	细碎小花，覆满枝头。	常绿灌木，花红粉白，细碎覆满枝头，冬春开。	象征坚定，新西兰茶花。	原产新西兰，喜光耐旱。
蓝莓花	Blueberry blossom	Vaccinium corymbosum	杜鹃花科	白、粉	越橘花	甜美	春	铃铛状白花，清雅可爱。	落叶灌木，花白粉，铃铛状，垂挂，春开。	象征甜美，越橘花。	原产北美，喜酸性土，喜光。
红千层	Bottlebrush	Callistemon rigidus	桃金娘科	红	瓶刷子树	热情	春夏	红色刷状花序，独特醒目。	常绿灌木或小乔木，花红，刷状花序，独特。	象征热情，瓶刷子树。	原产澳洲，喜暖光。
桃金娘花	Rose myrtle	Rhodomyrtus tomentosa	桃金娘科	粉、紫	山稔子	思念	夏	粉紫小花，山野果香。	常绿灌木，花粉紫，单生，夏开，果香甜。	象征思念，山稔子。	原产中国南方，喜暖光耐旱。
金缕梅	Chinese witch hazel	Hamamelis mollis	金缕梅科	黄	木里香	灵感	冬春	细瓣如丝，冬日早花。	落叶灌木，花黄，细瓣如丝，冬春早开。	象征灵感，木里香。	原产中国，喜半阴湿润。
蜡瓣花	Chinese winter hazel	Corylopsis sinensis	金缕梅科	黄	连核梅	喜悦	春	金黄垂序，清香淡雅。	落叶灌木，花金黄，下垂总状，先叶开放。	象征喜悦，连核梅。	原产中国，喜半阴湿润。
檵木花	Loropetalum flower	Loropetalum chinense	金缕梅科	白	纸末花	清新	春	白色细瓣，如纸屑纷飞。	常绿灌木，花白色，细瓣如纸屑，春开。	象征清新，纸末花。	原产中国，喜光耐旱。
红花檵木	Red loropetalum	Loropetalum chinense var. rubrum	金缕梅科	紫、红	红桎木	热烈	春	紫红花带，春意红火。	常绿灌木，花紫红，细瓣繁密，春开成带。	象征热烈，红桎木。	原产中国，栽培变种，喜光。
白鹃梅	Pearl bush	Exochorda racemosa	蔷薇科	白	茧子花	纯洁	春	满树白花，如雪覆枝。	落叶灌木，花白色，总状花序，满树如雪。	象征纯洁，茧子花。	原产中国，喜光耐寒。
帝王花	King protea	Protea cynaroides	山龙眼科	粉、红	菩提花、花中之王	圆满	秋冬	南非国花，硕大华贵。	常绿灌木，花球硕大，苞片粉红，南非国花。	象征圆满，花中之王。	原产南非，喜光，忌涝。
针垫花	Pincushion protea	Leucospermum cordifolium	山龙眼科	红、橙	针垫山龙眼	热情	秋冬	红色针状花蕊如针垫。	常绿灌木，花红色，雄蕊针状如针垫，奇特。	象征热情，针垫山龙眼。	原产南非，喜光，忌涝。
木百合	Sunshine conebush	Leucadendron salignum	山龙眼科	黄、红	银叶木百合	阳光	秋冬	苞片变色，四季观赏。	常绿灌木，苞片黄红变色，四季可观。	象征阳光，银叶木百合。	原产南非，喜光耐旱。
光萼荷花	Urn plant	Aechmea fasciata	凤梨科	粉、蓝	蜻蜓凤梨	完美	四季	粉蓝花序，室内佳品。	多年生附生草本，花序粉蓝，苞片革质，室内观花。	象征完美，蜻蜓凤梨。	原产南美，喜暖湿半阴。
秋海棠	Begonia	Begonia grandis	秋海棠科	粉、红	八月春	亲切	夏秋	花叶俱美，秋日清姿。	多年生草本，花红粉，叶不对称，秋日开放。	象征亲切，八月春。	原产中国，喜半阴湿润。
四季海棠	Wax begonia	Begonia semperflorens	秋海棠科	多彩	玻璃翠	娇艳	四季	四季开花，窗台常客。	多年生草本，花多彩，叶光亮，四季开花。	象征娇艳，玻璃翠。	原产南美，喜暖光湿润。
丽格海棠	Elatior begonia	Begonia hiemalis	秋海棠科	多彩	玫瑰海棠	华丽	冬春	层层花瓣，如玫瑰绽放。	多年生草本，花重瓣似玫瑰，多彩，冬春上市。	象征华丽，玫瑰海棠。	栽培杂交种，喜凉湿半阴。
竹节海棠	Polka dot begonia	Begonia maculata	秋海棠科	粉、白	斑点秋海棠	优雅	四季	银点叶面，粉花垂挂。	多年生草本，叶银点，花白粉，垂吊清雅。	象征优雅，斑点秋海棠。	原产南美，喜暖湿半阴。
蓝花藤	Purple wreath	Petrea volubilis	唇形科	蓝、紫	紫霞藤	浪漫	春夏	蓝紫串花，藤蔓如瀑。	常绿藤本，花蓝紫，串状花序，如紫霞垂挂。	象征浪漫，紫霞藤。	原产中美洲，喜暖光。
使君子	Rangoon creeper	Combretum indicum	使君子科	红、粉、白	留求子	纯真	夏秋	花初白后红，芳香醉人。	落叶藤本，花白红渐变，芳香，夏秋开放。	象征纯真，留求子。	原产亚洲热带，喜暖光，果入药。
无忧花	Ashoka flower	Saraca dives	豆科	黄	火焰花、无忧树花	无忧无虑	春	金黄簇花，树下无忧。	常绿乔木，花金黄，簇生枝顶，春开如焰。	象征无忧无虑，树下无忧。	原产南亚，喜暖湿光。
黄花风铃木	Yellow trumpet tree	Handroanthus chrysanthus	紫葳科	黄	黄金风铃木	感谢	春	满树金黄，春日的风铃。	落叶乔木，花金黄，钟形，早春满树。	象征感谢，黄金风铃木。	原产南美，喜暖光，先花后叶。
粉花风铃木	Pink trumpet tree	Tabebuia rosea	紫葳科	粉	蔷薇风铃木	美丽	春	粉色云霞，落英缤纷。	落叶乔木，花粉红，钟形，春开成云。	象征美丽，蔷薇风铃木。	原产中美洲，喜暖光。
紫花风铃木	Purple trumpet tree	Handroanthus impetiginosus	紫葳科	紫	紫绣球	智慧	春	紫花满树，端庄大气。	落叶乔木，花紫色，钟形，春开满冠。	象征智慧，紫绣球。	原产南美，喜暖光。
醉鱼草	Butterfly bush	Buddleja davidii	玄参科	紫、粉、白	大叶醉鱼草	魅力	夏秋	紫色花穗，蝴蝶纷至。	落叶灌木，花紫粉白，长穗花序，引蝶。	象征魅力，蝴蝶灌木。	原产中国，喜光耐旱。
依兰花	Ylang ylang	Cananga odorata	番荔枝科	黄	香水树	优雅	四季	世界香水之树的芬芳。	常绿乔木，花黄绿，极香，可提香精。	象征优雅，香水树。	原产东南亚，喜暖湿光。
蓝雏菊	Blue daisy	Felicia amelloides	菊科	蓝	费利菊	纯净	春夏	蓝色小花，清新如天空。	多年生草本，花蓝色，金心，春开成丛。	象征纯净，费利菊。	原产南非，喜暖光耐旱。
黄金菊	Golden marguerite	Euryops pectinatus	菊科	黄	梳黄菊	光明	春夏	金黄小菊，灿烂成丛。	常绿灌木，花金黄，细瓣，四季零星开放。	象征光明，梳黄菊。	原产南非，喜暖光耐旱。
蝴蝶花	Japanese iris (Iris japonica)	Iris japonica	鸢尾科	白、蓝	日本鸢尾	想念	春	白蓝小花，似蝶停栖。	多年生草本，花白蓝，斑纹如蝶，春开。	象征想念，日本鸢尾。	原产东亚，喜半阴湿润。
花菖蒲	Japanese iris (Iris ensata)	Iris ensata	鸢尾科	蓝、紫、粉	玉蝉花	信任	初夏	硕大水边鸢尾，花色清丽。	多年生水生草本，花蓝紫粉，大而清丽，初夏开。	象征信任，玉蝉花。	原产东亚，喜水湿强光。
阿拉伯婆婆纳	Field speedwell	Veronica persica	车前科	蓝	波斯婆婆纳	诚实	春	蓝色小星花，铺满春野。	一年生或多年生草本，花蓝，细小，铺满春野。	象征诚实，波斯婆婆纳。	原产西亚，喜光湿润。
长叶婆婆纳	Longleaf speedwell	Veronica longifolia	车前科	蓝	穗花婆婆纳	忠贞	夏	蓝紫花穗，直立成束。	多年生草本，花蓝紫，长穗花序，直立成束。	象征忠贞，穗花婆婆纳。	原产欧亚，喜光湿润。
猫薄荷花	Catmint flower	Nepeta cataria	唇形科	白、紫	荆芥花	治愈	夏	薄荷清香，猫咪最爱。	多年生草本，花白紫，薄荷香，猫喜爱。	象征治愈，荆芥花。	原产欧亚，喜光耐旱。
罗勒花	Basil flower	Ocimum basilicum	唇形科	白、粉	九层塔花	好运	夏	香草之花，层层叠叠。	一年生草本，花白粉，层层轮生，香草。	象征好运，九层塔花。	原产亚洲热带，喜暖光。
紫苏花	Perilla flower	Perilla frutescens	唇形科	粉、紫	苏子花	平凡	夏秋	朴素小花，叶香四溢。	一年生草本，花紫粉，叶紫红带香，可食。	象征平凡，苏子花。	原产东亚，喜光湿润。
马醉木花	Japanese pieris	Pieris japonica	杜鹃花科	白、粉	梫木	清雅	春	白花串串，如铃垂挂。	常绿灌木，花白粉，壶形，下垂如铃。	象征清雅，梫木。	原产东亚，喜半阴酸性土。
高山杜鹃	Alpine rhododendron	Rhododendron lapponicum	杜鹃花科	粉、紫	牛皮杜鹃	坚韧	夏	高山之上，花开如霞。	常绿灌木，花紫粉，高山之上花开如霞。	象征坚韧，牛皮杜鹃。	原产北温带高山，喜凉湿。
蓝铃花	Bluebell	Hyacinthoides non-scripta	天门冬科	蓝、紫	野风信子	遗憾	春	英国林间的蓝色地毯。	多年生草本，花蓝紫，钟形，垂向一侧，林间成毯。	象征遗憾，野风信子。	原产欧洲，喜半阴湿润。
雪滴花	Snowdrop	Galanthus nivalis	石蒜科	白	雪花莲	希望	冬春	雪中第一朵花，纯洁无畏。	多年生草本，花白，垂首如雪滴，早春雪中开。	象征希望，雪花莲。	原产欧洲，喜凉湿半阴。
圣诞玫瑰	Christmas rose	Helleborus niger	毛茛科	白、粉	铁筷子	安慰	冬春	寒冬绽放，温暖安慰。	多年生草本，花白粉，冬春开放，寒冬之花。	象征安慰，铁筷子。	原产欧洲，喜半阴凉爽。
铁筷子	Hellebore	Helleborus thibetanus	毛茛科	粉、紫、绿	嚏根草	坚强	冬春	垂首之花，山野精灵。	多年生草本，花紫粉绿，垂首，冬春开放。	象征坚强，嚏根草。	原产中国，喜凉湿半阴。
紫堇花	Incisory fumewort	Corydalis incisa	罂粟科	紫、粉	断肠草	思念	春	紫色小花，清明时节。	一年生或多年生草本，花紫粉，早春林下开放。	象征思念，断肠草。	原产东亚，喜半阴湿润。
雪片莲	Spring snowflake	Leucojum vernum	石蒜科	白	雪片水仙	纯洁	春	白花带绿点，清新脱俗。	多年生草本，花白带绿点，钟形，春开。	象征纯洁，雪片水仙。	原产欧洲，喜凉湿半阴。
南天竹花	Heavenly bamboo flower	Nandina domestica	小檗科	白	南天竺	吉祥	夏	小白花簇，秋红果串。	常绿灌木，花白色，圆锥花序，秋果红串。	象征吉祥，南天竺。	原产东亚，喜半阴湿润。
探春花	Flowering jasmine	Jasminum floridum	木犀科	黄	迎夏	快乐	夏	迎春之后，夏日再开。	常绿灌木，花黄色，春末夏初开放，迎夏。	象征快乐，迎夏。	原产中国，喜光耐寒。
云南黄馨	Primrose jasmine	Jasminum mesnyi	木犀科	黄	云南迎春	明亮	春	垂枝黄花，亮丽活泼。	常绿藤状灌木，花黄色，早春垂枝繁花。	象征明亮，云南迎春。	原产中国西南，喜光湿润。
倒挂金钟	Fuchsia	Fuchsia hybrida	柳叶菜科	红、粉、紫	灯笼花、吊钟海棠	相信爱情	春夏秋	花朵如彩灯倒挂。	常绿灌木或草本，花红紫粉，如灯笼倒挂。	象征相信爱情，吊钟海棠。	原产南美，喜凉湿半阴。
墨西哥鼠尾草	Mexican bush sage	Salvia leucantha	唇形科	紫、白	紫绒鼠尾草	思念	秋冬	毛绒紫花，触感温柔。	常绿灌木，花紫白，毛绒花穗，秋冬开放。	象征思念，紫绒鼠尾草。	原产墨西哥，喜暖光耐旱。
鸟尾花	Firecracker flower	Crossandra infundibuliformis	爵床科	橙	十字爵床	热情	四季	橙色花穗，热带明艳。	常绿灌木，花橙红，穗状花序，四季开花。	象征热情，十字爵床。	原产印度与斯里兰卡，喜暖湿半阴。
蓝花草	Mexican petunia	Ruellia simplex	爵床科	蓝、紫	翠芦莉	自由	春夏秋	日日开花，蓝紫温柔。	多年生草本，花蓝紫，喇叭形，日日开花。	象征自由，翠芦莉。	原产墨西哥，喜暖光湿润。
金苞花	Golden shrimp plant	Pachystachys lutea	爵床科	黄	金包花	富贵	四季	金黄苞片层层如宝塔。	常绿灌木，苞片金黄层层如宝塔，四季开花。	象征富贵，金包花。	原产秘鲁，喜暖湿半阴。
虾衣花	Shrimp plant	Justicia brandegeeana	爵床科	白、红	狐尾木	俏皮	四季	红褐苞片如虾壳。	常绿灌木，苞片红褐层层，花白，如虾壳。	象征俏皮，狐尾木。	原产墨西哥，喜暖湿半阴。

